make,model,year,mileage,engine,transmission,fuel_type,location,condition,price
Audi,A4,2020,83411,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,83584,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,83757,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,83930,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,84103,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,84276,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,84449,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,84622,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,84795,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,84968,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,85141,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,85314,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,85487,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,85660,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,85833,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,86006,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,86179,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,86352,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,86525,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,86698,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,86871,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,87044,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,87217,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,87390,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,87563,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,87736,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,87909,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,88082,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,88255,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,88428,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,88601,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,88774,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,88947,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,89120,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,89293,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,89466,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,89639,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,89812,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,89985,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,90158,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,90331,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,90504,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,90677,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,90850,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,91023,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,91196,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,91369,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,91542,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,91715,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,91888,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,92061,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,92234,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,92407,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,92580,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,92753,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,92926,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,93099,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,93272,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,93445,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,93618,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,93791,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,93964,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,94137,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,94310,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,94483,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,94656,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,94829,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,95002,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,95175,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,95348,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,95521,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,95694,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,95867,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,96040,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,96213,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,96386,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,96559,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,96732,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,96905,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,97078,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,97251,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,97424,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,97597,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,97770,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,97943,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,98116,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,98289,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,98462,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,98635,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,98808,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,98981,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,99154,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,99327,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,99500,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,99673,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,99846,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,100019,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,100192,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,100365,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,100538,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,100711,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,100884,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,101057,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,101230,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,101403,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,101576,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,101749,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,101922,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,102095,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,102268,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,102441,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,102614,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,102787,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,102960,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,103133,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,103306,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,103479,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,103652,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,103825,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,103998,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,104171,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,104344,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,104517,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,104690,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,104863,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,105036,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,105209,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,105382,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,105555,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,105728,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,105901,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,106074,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,106247,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,106420,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,106593,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,106766,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,106939,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,107112,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,107285,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,107458,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,107631,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,107804,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,107977,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,108150,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,108323,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,108496,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,108669,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,108842,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,109015,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,109188,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,109361,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,109534,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,109707,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,109880,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,110053,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,110226,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,110399,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,110572,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,110745,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,110918,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,111091,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,111264,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,111437,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,111610,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,111783,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,111956,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,112129,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,112302,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,112475,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,112648,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,112821,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,112994,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2012,113167,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2013,113340,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2014,113513,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2015,113686,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2016,113859,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2017,114032,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2018,114205,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2019,114378,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2020,114551,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2021,114724,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2022,114897,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2008,115070,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2009,115243,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2010,115416,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2011,115589,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2012,115762,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2013,115935,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2014,116108,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2015,116281,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2016,116454,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2017,116627,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2018,116800,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2019,116973,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2020,117146,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2021,117319,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2022,117492,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2008,117665,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2009,117838,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2010,118011,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2011,118184,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2012,118357,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2013,118530,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2014,118703,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2015,118876,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2016,119049,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2017,119222,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2018,119395,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2019,119568,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2020,119741,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2021,119914,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2022,120087,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2008,120260,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2009,120433,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2010,120606,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2011,120779,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2012,120952,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2013,121125,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2014,121298,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2015,121471,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2016,121644,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2017,121817,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2018,121990,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2019,122163,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2020,122336,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2021,122509,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2022,122682,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2008,122855,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2009,123028,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2010,123201,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2011,123374,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2012,123547,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2013,123720,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2014,123893,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2015,124066,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2016,124239,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2017,124412,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2018,124585,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2019,124758,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2020,124931,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2021,125104,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2022,125277,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2008,125450,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2009,125623,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2010,125796,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2011,125969,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2012,126142,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2013,126315,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2014,126488,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2015,126661,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2016,126834,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
Mercedes-Benz,C200,2017,127007,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500
Nissan,X-Trail,2018,127180,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500
Honda,Fit,2019,127353,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500
BMW,X3,2020,127526,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000
Audi,A4,2021,127699,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500
Toyota,Premio,2022,127872,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000
Subaru,Outback,2008,128045,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000
Mazda,CX-5,2009,128218,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000
Mercedes-Benz,C200,2010,128391,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500
Nissan,X-Trail,2011,128564,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500
Honda,Fit,2012,128737,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500
BMW,X3,2013,128910,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000
Audi,A4,2014,129083,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499
Toyota,Premio,2015,129256,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000
Subaru,Outback,2016,129429,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000
Mazda,CX-5,2017,129602,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000
Mercedes-Benz,C200,2018,129775,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500
Nissan,X-Trail,2019,129948,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499
Honda,Fit,2020,130121,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500
BMW,X3,2021,130294,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000
Audi,A4,2022,130467,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500
Toyota,Premio,2008,130640,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000
Subaru,Outback,2009,130813,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000
Mazda,CX-5,2010,130986,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000
Mercedes-Benz,C200,2011,131159,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500
Nissan,X-Trail,2012,131332,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500
Honda,Fit,2013,131505,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500
BMW,X3,2014,131678,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000
Audi,A4,2015,131851,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500
Toyota,Premio,2016,132024,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000
Subaru,Outback,2017,132197,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000
Mazda,CX-5,2018,132370,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000
Mercedes-Benz,C200,2019,132543,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499
Nissan,X-Trail,2020,132716,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500
Honda,Fit,2021,132889,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500
BMW,X3,2022,133062,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000
Audi,A4,2008,133235,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500
Toyota,Premio,2009,133408,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000
Subaru,Outback,2010,133581,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000
Mazda,CX-5,2011,133754,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000
